block_id,route_id,trip_headsign,service_id,shape_id,trip_id
a_5832,58,Elmwood,a_merged_999103,5800,419663_merged_1001389
a_707,7,D UW via University,s_merged_999107,702,420271_merged_1004694
b_1281,12,Fairview Park,a_merged_999110,1211,418282_merged_1008118
a_5631,60,Northview Acres,a_merged_999103,6000,418926_merged_1005067
a_1333,9,UWD to KUN,muwtf_merged_999106,913,416428_merged_1004292
a_937,13,Laurelwood,a_merged_999103,1301,419180_merged_1001025
a_5831,62,Woodside,muwtf_merged_999106,6200,413819_merged_1001465
a_5632,64,Cambridge Centre,muwtf_merged_999106,6411,416630_merged_1000977
a_2236,22,Laurentian West to Downtown,muwtf_merged_999106,2212,416755_merged_999370
b_2531,25,Queen South to Downtown,a_merged_999110,2511,418063_merged_1011984
b_851,8,Fairview via Franklin/East TR,s_merged_999114,813,425703_merged_1007975
b_8001,200,iXpress to Ainslie Terminal,a_merged_999110,20011,419648_merged_1007899
a_6102,61,Conestoga College,muwtf_merged_999106,6100,415986_merged_1002722
b_704,7,B Fairview Park via Weber,s_merged_999114,713,420390_merged_1007277
a_5232,52,Fairview Park,s_merged_999107,5201,420508_merged_999853
b_1236,27,Fairview Park,a_merged_999110,2711,419128_merged_1007100
a_5631,56,Cambridge Centre,s_merged_999107,5611,420455_merged_1005152
b_2402,24,Highland,a_merged_999110,2401,417990_merged_1006697
a_331,16,Forest Glen via Biehn,muwtf_merged_999106,1612,415736_merged_1004276
a_935,9,Lakeshore to Conestoga Mall,a_merged_999103,911,419208_merged_1005631
a_2402,24,Highland to Downtown,a_merged_999103,2411,418022_merged_1005624
b_937,31,University of Waterloo,muwtf_merged_999113,3111,416121_merged_1006565
a_1235,7,C Conestoga Mall,s_merged_999107,710,420411_merged_1003852
a_2532,25,Queen South to Downtown via Westheights,muwtf_merged_999106,2512,415289_merged_999806
b_5133,51,Hespeler Road to Ainslie Terminal,s_merged_999114,5111,420422_merged_1008692
a_806,8,University via Franklin & Westmount,a_merged_999103,803,426103_merged_1001952
a_6101,61,Cambridge Centre,muwtf_merged_999106,6111,415990_merged_999121
b_701,7,C Conestoga Mall,s_merged_999114,707,420305_merged_1008268
a_5131,65,Fisher Mills on detour,muwtf_merged_999106,6501,413886_merged_1003761
a_5201,52,Ainslie St. Terminal,a_merged_999103,5211,418684_merged_1003821
a_2534,1,Downtown via Lorraine,muwtf_merged_999106,112,414141_merged_1004809
b_8001,200,iXpress to Conestoga Mall,a_merged_999110,20001,419578_merged_1009330
a_803,8,University via Weber,s_merged_999107,808,425544_merged_1004802
a_5231,52,Fairview Park,s_merged_999107,5201,420503_merged_999850
a_709,7,D UW via University,muwtf_merged_999106,708,414365_merged_999973
a_712,7,F Fairview Park via Wilson,muwtf_merged_999106,717,414419_merged_999819
a_5133,51,Hespeler Road to Ainslie Terminal,s_merged_999107,5111,420422_merged_1001915
b_1132,6,Bridgeport,a_merged_999110,600,417485_merged_1006169
a_2581,1,Stanley Park via Becker/River,muwtf_merged_999106,103,414122_merged_1004588
b_2101,21,Conestoga Mall,muwtf_merged_999113,2111,416467_merged_1010647
a_709,7,F Fairview Park via Wilson,muwtf_merged_999106,717,414422_merged_1003135
b_2233,22,Laurentian West to Forest Glen,a_merged_999110,2211,418136_merged_1008158
a_231,2,Forest Hill via Southmoor,muwtf_merged_999106,212,414998_merged_1000159
b_802,8,Fairview via Courtland TR,a_merged_999110,811,426181_merged_1007723
b_801,8,Fairview via Courtland TR,s_merged_999114,811,425771_merged_1010276
b_5681,67,Lovell Industrial,muwtf_merged_999113,6700,413929_merged_1005924
a_931,9,Lakeshore to Conestoga Mall,a_merged_999103,911,419203_merged_1005868
a_1032,16,Conestoga College,muwtf_merged_999106,1601,415746_merged_1001804
a_8023,200,iXpress to Ainslie Terminal,a_merged_999103,20011,419642_merged_1001118
a_133,15,Downtown,a_merged_999103,1511,418587_merged_1000965
a_6101,61,Cambridge Centre,muwtf_merged_999106,6111,415992_merged_999119
a_806,8,University via Courtland & Weber,a_merged_999103,801,426045_merged_999860
b_936,13,Laurelwood,muwtf_merged_999113,1301,416247_merged_1012466
b_806,8,University via Franklin & Westmount,a_merged_999110,803,426103_merged_1008729
a_883,8,Downtown via Weber,muwtf_merged_999106,822,424670_merged_1000515
b_933,13,Laurelwood to UW,muwtf_merged_999113,1311,416302_merged_1010477
a_3351,33,Huron,muwtf_merged_999106,3301,416486_merged_1005020
b_1282,12,Fairview Park,muwtf_merged_999113,1211,422904_merged_1011683
a_1285,9,Lakeshore to UW,s_merged_999107,901,420627_merged_999234
b_9908,9908,SMH-Biehn,muwtf_merged_999113,990801,415636_merged_1010240
b_1231,27,Chicopee,muwtf_merged_999113,2701,415156_merged_1009573
a_132,25,Queen South to Downtown,a_merged_999103,2511,418067_merged_1003811
b_5136,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999113,5111,415145_merged_1006291
b_6101,61,Conestoga College,muwtf_merged_999113,6100,415977_merged_1006724
b_131,15,Frederick,a_merged_999110,1501,418542_merged_1011715
b_2234,22,Laurentian West to Highland Hills,muwtf_merged_999113,2202,416701_merged_1009949
b_5232,52,Fairview Park,s_merged_999114,5201,420506_merged_1006624
b_701,7,C Conestoga Mall,a_merged_999110,701,418367_merged_1007715
b_1731,17,Heritage Park,muwtf_merged_999113,1700,414822_merged_1010585
a_1031,10,Fairview Park,muwtf_merged_999106,1011,415797_merged_1005454
b_803,8,University via Franklin & Westmount,muwtf_merged_999113,803,426852_merged_1008291
a_301,3,Ottawa South,a_merged_999103,300,417530_merged_1005035
b_5231,52,Ainslie St. Terminal,s_merged_999114,5211,420517_merged_1009924
a_808,8,Fairview via Westmount & Franklin TA,muwtf_merged_999106,821,426902_merged_999991
b_884,8,University via Weber,muwtf_merged_999113,808,423923_merged_1009053
a_5633,60,Northview Acres,muwtf_merged_999106,6000,413952_merged_1002302
a_5131,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415105_merged_1004082
b_132,25,Queen South via Overlea,s_merged_999114,2502,420160_merged_1012580
b_5134,71,Melran on Detour,muwtf_merged_999113,7101,414068_merged_1006061
a_5531,59,Christopher,muwtf_merged_999106,5900,413623_merged_1003252
a_8003,200,iXpress to Ainslie Terminal,muwtf_merged_999106,20011,415927_merged_1003955
b_8024,200,iXpress to Conestoga Mall,a_merged_999110,20001,419584_merged_1012084
a_712,7,C Conestoga Mall,muwtf_merged_999106,707,414375_merged_1003542
b_5832,62,Woodside,a_merged_999110,6200,419529_merged_1006528
a_931,5,Erb West,a_merged_999103,501,419327_merged_1000555
b_801,8,Downtown via Westmount,a_merged_999110,817,424530_merged_1009166
b_2235,23,Downtown,a_merged_999110,2311,417956_merged_1008177
b_2232,2,Downtown,a_merged_999110,221,419092_merged_1011614
a_934,9,Lakeshore to Conestoga Mall,muwtf_merged_999106,911,416378_merged_1001166
b_5531,59,Christopher,muwtf_merged_999113,5900,413621_merged_1010031
a_711,7,B Fairview Park via Weber,a_merged_999103,713,418500_merged_1001985
a_3132,31,University of Waterloo,muwtf_merged_999106,3111,416140_merged_999524
b_5333,53,Ainslie St. Terminal,a_merged_999110,5311,419451_merged_1008768
b_5632,64,Langs,a_merged_999110,6401,418959_merged_1009318
a_8003,200,iXpress to Conestoga Mall,s_merged_999107,20001,420571_merged_1003887
b_132,1,Downtown via River/Becker,muwtf_merged_999113,113,414156_merged_1008388
b_5202,52,Fairview Park,a_merged_999110,5201,418655_merged_1006547
a_706,7,C Conestoga Mall,muwtf_merged_999106,701,414282_merged_1001176
b_5831,58,Elmwood,muwtf_merged_999113,5800,416549_merged_1008089
b_5333,66,Winston,a_merged_999110,6600,419040_merged_1008652
a_5631,56,Cambridge Centre,s_merged_999107,5611,420456_merged_1005151
a_5533,59,Christopher,muwtf_merged_999106,5900,413610_merged_1000233
a_801,8,University via Courtland & Weber,a_merged_999103,801,426077_merged_1003652
b_711,7,B Fairview Park via Weber,a_merged_999110,713,418512_merged_1009446
b_131,1,Stanley Park via Lorraine,muwtf_merged_999113,102,414103_merged_1011139
b_712,7,D UW via University,a_merged_999110,708,418308_merged_1007502
b_8022,200,iXpress to Ainslie Terminal,s_merged_999114,20011,420591_merged_1010872
b_132,25,Queen South via Overlea,s_merged_999114,2502,420148_merged_1010617
b_936,9,Lakeshore to UW,muwtf_merged_999113,901,416335_merged_1007452
b_2031,11,Downtown,muwtf_merged_999113,1111,414625_merged_1006694
b_934,13,Laurelwood,a_merged_999110,1301,419183_merged_1007803
b_5202,52,Ainslie St. Terminal,a_merged_999110,5211,418679_merged_1006797
b_2236,22,Laurentian West to Highland Hills,muwtf_merged_999113,2202,416707_merged_1009951
b_804,8,Fairview via Westmount & Franklin TA,a_merged_999110,821,426189_merged_1007731
b_501,5,Uptown,s_merged_999114,511,420674_merged_1010027
a_333,3,Ottawa South,muwtf_merged_999106,300,414185_merged_1003421
a_5131,51,Hespeler Road to Ainslie Terminal,a_merged_999103,5111,418729_merged_1004835
b_2532,25,Queen South via Overlea,muwtf_merged_999113,2502,415224_merged_1006090
b_1235,12,Conestoga Mall,muwtf_merged_999113,1201,414678_merged_1009457
a_8022,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415864_merged_1002355
b_804,8,Fairview via Westmnt & Franklin/East TR,muwtf_merged_999113,818,426750_merged_1012330
b_935,9932,Northfield Industrial - CML,muwtf_merged_999113,993201,413970_merged_1008862
a_331,4,Glasgow,muwtf_merged_999106,412,416794_merged_1005670
a_5202,52,Fairview Park,a_merged_999103,5201,418657_merged_999768
a_632,6,Bridgeport,muwtf_merged_999106,600,413323_merged_999594
a_5331,53,Ainslie St. Terminal,a_merged_999103,5311,419421_merged_1003906
b_5332,66,Winston,muwtf_merged_999113,6600,413889_merged_1010529
b_713,14,Bathurst,muwtf_merged_999113,1401,415645_merged_1006951
a_5533,55,St. Andrews,muwtf_merged_999106,5500,416567_merged_999841
a_5632,56,Cambridge Centre,muwtf_merged_999106,5611,413692_merged_999140
b_631,6,Bridgeport,a_merged_999110,600,417526_merged_1008573
a_5632,56,Dunbar,a_merged_999103,5601,418848_merged_1000639
b_3181,29,Keats Way,muwtf_merged_999113,2901,421126_merged_1011923
b_715,7,F Fairview Park via Wilson,muwtf_merged_999113,717,414420_merged_1009910
a_8181,111,Conestoga College Express,muwtf_merged_999106,11100,416011
a_707,7,C Conestoga Mall,s_merged_999107,707,420315_merged_999445
a_3132,29,Keats Way,muwtf_merged_999106,2901,421142_merged_1005352
a_705,7,E UW via Columbia,a_merged_999103,706,418332_merged_1004035
a_7501,75,Saginaw,muwtf_merged_999106,7500,420846_merged_1002343
a_1231,27,Chicopee,muwtf_merged_999106,2701,415163_merged_999779
a_3132,29,Keats Way to UW,muwtf_merged_999106,2911,421111_merged_1001685
b_803,8,University via Courtland & Weber,s_merged_999114,801,425514_merged_1007832
a_5531,59,Christopher,a_merged_999103,5900,419558_merged_1002330
b_2233,27,Fairview Park,muwtf_merged_999113,2711,415177_merged_1009873
a_2031,6,Bridgeport,a_merged_999103,600,417479_merged_1003693
b_806,8,Fairview via Franklin TR,muwtf_merged_999113,815,426737_merged_1009104
a_231,2,Downtown via Southmoor,muwtf_merged_999106,222,415022_merged_1005047
a_2402,24,Highland to Downtown,a_merged_999103,2411,418032_merged_1002199
a_5332,53,Hespeler Terminal,muwtf_merged_999106,5301,413782_merged_1003968
b_1002,10,Fairview Park via Becthel,a_merged_999110,1012,418209_merged_1009093
b_1701,17,Heritage Park,a_merged_999110,1700,418627_merged_1009855
a_805,8,Fairview via Courtland TR,muwtf_merged_999106,811,426770_merged_1002768
a_2231,23,Fairview Park,muwtf_merged_999106,2302,413412_merged_1003903
a_632,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999106,2001,414915_merged_1005855
a_5131,66,Winston,a_merged_999103,6600,419051_merged_1005336
b_682,18,Guelph Street,muwtf_merged_999113,1800,414876_merged_1007520
b_5533,59,Christopher,muwtf_merged_999113,5900,413622_merged_1010028
b_5135,51,Hespeler Road to Hespeler,a_merged_999110,5101,418810_merged_1009636
b_5533,59,Christopher,muwtf_merged_999113,5900,413610_merged_1007010
b_5135,71,Melran on Detour,a_merged_999110,7101,419063_merged_1008414
a_708,7,E UW via Columbia,muwtf_merged_999106,706,414327_merged_1000521
a_5132,51,Hespeler Road to Hespeler,s_merged_999107,5101,420433_merged_1005371
b_851,8,Fairview via Franklin/East TR,s_merged_999114,813,425702_merged_1007466
b_705,14,Bathurst,muwtf_merged_999113,1401,415658_merged_1010453
a_5832,62,Woodside,muwtf_merged_999106,6200,413804_merged_1004702
a_1001,10,Fairview Park via Becthel,a_merged_999103,1012,418200_merged_1002309
b_1233,12,Fairview Park,a_merged_999110,1211,418281_merged_1008115
b_2532,1,Downtown via Lorraine,muwtf_merged_999113,112,414135_merged_1008125
a_233,2,Forest Hill via Southmoor,muwtf_merged_999106,212,414991_merged_1000164
b_631,20,Victoria Hills to Highland Hills Mall,a_merged_999110,2001,417881_merged_1008689
b_2233,23,Downtown,a_merged_999110,2311,417926_merged_1010916
b_2101,21,Conestoga Mall,a_merged_999110,2111,419484_merged_1006043
b_2031,6,Bridgeport,muwtf_merged_999113,600,413315_merged_1011048
a_802,8,University via Franklin/East & Westmount,s_merged_999107,805,425559_merged_1001601
b_5431,54,Lisbon Pines,muwtf_merged_999113,5400,413718_merged_1006209
b_2032,11,Country Hills,a_merged_999110,1101,417813_merged_1006319
a_883,8,University via University,muwtf_merged_999106,809,423912_merged_1005882
b_806,8,Fairview via Franklin TA,a_merged_999110,816,426149_merged_1008258
a_632,20,Victoria Hills to Downtown,muwtf_merged_999106,2011,414947_merged_1001078
a_5135,51,Hespeler Road to Hespeler,a_merged_999103,5101,418813_merged_1002862
b_1232,12,Conestoga Mall,a_merged_999110,1201,418243_merged_1008646
a_807,8,Fairview via Courtland TR,muwtf_merged_999106,811,424643_merged_1003539
a_132,25,Queen South,muwtf_merged_999106,2501,415208_merged_1005841
b_710,7,D UW via University,muwtf_merged_999113,708,414381_merged_1006507
b_9918,9918,7A to Eastwood,muwtf_merged_999113,991802,416662_merged_1010833
b_933,9,Lakeshore to UW,a_merged_999110,901,419234_merged_1009735
a_734,2,Forest Hill,a_merged_999103,211,419083_merged_1001373
a_703,7,D UW via University,muwtf_merged_999106,702,414296_merged_1004412
b_2232,23,Downtown,muwtf_merged_999113,2311,413430_merged_1010880
b_807,8,University via Courtland & Weber,a_merged_999110,801,426052_merged_1010194
a_5331,66,Winston,a_merged_999103,6600,419036_merged_1005547
a_703,7,D UW via University,muwtf_merged_999106,708,414359_merged_1003773
a_131,1,Downtown via River,muwtf_merged_999106,111,414171_merged_1001845
b_3132,29,Keats Way,muwtf_merged_999113,2901,421102_merged_1011659
a_802,8,Fairview via Courtland TA,a_merged_999103,812,426240_merged_1000142
a_8004,200,iXpress to Ainslie Terminal,a_merged_999103,20011,419621_merged_1001889
b_1032,10,Fairview Park,muwtf_merged_999113,1011,415803_merged_1008937
a_802,8,University via Courtland & Weber,muwtf_merged_999106,801,426808_merged_1005203
b_5203,52,Fairview Park,a_merged_999110,5201,418709_merged_1011879
a_5681,64,Langs,muwtf_merged_999106,6401,416613_merged_1002755
a_131,27,Chicopee,a_merged_999103,2701,419121_merged_1000330
a_932,31,Conestoga Mall,muwtf_merged_999106,3101,416150_merged_1003108
a_802,8,Fairview via Courtland TA,muwtf_merged_999106,812,426955_merged_1000300
a_2234,23,Idlewood,a_merged_999103,2301,417939_merged_1000652
b_936,14,Conestoga Mall,muwtf_merged_999113,1413,415670_merged_1010713
b_5532,55,St. Andrews,a_merged_999110,5500,419703_merged_1010656
b_932,13,Laurelwood,a_merged_999110,1301,419186_merged_1007800
a_803,8,University via Westmount,a_merged_999103,807,426120_merged_1001727
b_3351,33,Huron to Forest Glen via Trillium,muwtf_merged_999113,3312,416504_merged_1009264
b_1031,10,Fairview Park,muwtf_merged_999113,1011,415790_merged_1012224
b_7501,75,Saginaw,muwtf_merged_999113,7500,420843_merged_1009125
b_5131,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415102_merged_1006795
b_5203,52,Ainslie St. Terminal,a_merged_999110,5211,418671_merged_1006789
b_5134,51,Hespeler Road to Hespeler,s_merged_999114,5101,420435_merged_1012150
b_803,8,Fairview via Westmount & Franklin TA,muwtf_merged_999113,821,426900_merged_1006770
b_131,1,Stanley Park via River,muwtf_merged_999113,101,414093_merged_1008277
b_8004,200,iXpress to Ainslie Terminal,a_merged_999110,20011,419621_merged_1008666
a_132,1,Downtown via River/Becker,a_merged_999103,113,417646_merged_1000220
b_9968,9968,SMH-Vanier,muwtf_merged_999113,996801,414052_merged_1009648
a_5203,52,Ainslie St. Terminal,muwtf_merged_999106,5211,413576_merged_1005395
b_1931,11,Downtown,muwtf_merged_999113,1111,414620_merged_1006691
b_806,8,University via Courtland & Weber,muwtf_merged_999113,801,426818_merged_1008775
b_2535,25,Queen South,muwtf_merged_999113,2501,415216_merged_1009414
b_5631,60,Northview Acres,s_merged_999114,6000,420479_merged_1011667
b_5332,66,Winston,a_merged_999110,6600,419047_merged_1008659
a_8022,200,iXpress to Conestoga Mall,s_merged_999107,20001,420563_merged_1000608
a_1232,10,Fairview Park via Becthel,s_merged_999107,1012,420199_merged_1001694
b_1236,10,Fairview Park via Becthel,a_merged_999110,1012,418212_merged_1012297
a_2582,1,Stanley Park via Lorraine,muwtf_merged_999106,102,414109_merged_1004356
a_703,7,D UW via University,s_merged_999107,702,420291_merged_1005807
a_8021,200,iXpress to Conestoga Mall,a_merged_999103,20001,419603_merged_1001653
b_501,5,Erb West,s_merged_999114,501,420654_merged_1009807
b_933,35,Eastbridge to Uptown Waterloo,a_merged_999110,3501,419281_merged_1011807
a_2401,24,Highland to Downtown,a_merged_999103,2411,418021_merged_1005621
b_1234,27,Chicopee,muwtf_merged_999113,2701,415150_merged_1009579
b_804,8,University via Courtland & Weber,s_merged_999114,801,425511_merged_1007835
b_1131,6,Bridgeport,a_merged_999110,600,417478_merged_1010471
a_706,91,Late Night Loop,a_merged_999103,9101,419459_merged_1001987
a_8027,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415870_merged_1005776
b_1233,9,Lakeshore to Conestoga Mall,s_merged_999114,911,420637_merged_1009500
a_5331,53,Ainslie St. Terminal,muwtf_merged_999106,5311,413751_merged_999953
a_702,7,C Conestoga Mall,muwtf_merged_999106,707,414368_merged_999968
a_431,4,Glasgow,a_merged_999103,412,419731_merged_999340
b_2532,25,Queen South,muwtf_merged_999113,2501,415247_merged_1012203
b_2233,2,Forest Hill via Southmoor,a_merged_999110,212,419085_merged_1008144
b_8004,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415920_merged_1010731
a_731,7,A Fairview Park via Connaught,muwtf_merged_999106,714,414424_merged_1003137
a_8024,200,iXpress to Ainslie Terminal,a_merged_999103,20011,419622_merged_1001890
b_5203,52,Ainslie St. Terminal,muwtf_merged_999113,5211,413559_merged_1012361
b_331,3,Ottawa South,muwtf_merged_999113,300,414178_merged_1008619
b_5135,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415136_merged_1010347
b_1233,27,Fairview Park,a_merged_999110,2711,419146_merged_1007349
a_2234,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416782_merged_1002232
a_1131,6,Downtown,a_merged_999103,601,417495_merged_1002983
b_704,7,B Fairview Park via Weber,muwtf_merged_999113,712,414515_merged_1012053
b_802,8,Fairview via Courtland TR,muwtf_merged_999113,811,426774_merged_1007088
a_932,31,Conestoga Mall,muwtf_merged_999106,3101,416153_merged_1003105
a_8004,200,iXpress to Conestoga Mall,a_merged_999103,20001,419583_merged_1005304
b_2236,22,Laurentian West to Highland Hills,muwtf_merged_999113,2202,416713_merged_1006656
a_5633,56,Cambridge Centre,muwtf_merged_999106,5611,413693_merged_999139
a_5532,55,St. Andrews,muwtf_merged_999106,5500,416559_merged_999666
a_806,8,Fairview via Westmnt & Franklin/East TR,a_merged_999103,818,426133_merged_1004946
b_3351,33,Huron to Forest Glen via Trillium,muwtf_merged_999113,3312,416498_merged_1008330
b_2032,6,Bridgeport,a_merged_999110,600,417471_merged_1010468
b_5531,59,Christopher,a_merged_999110,5900,419571_merged_1009333
a_801,8,University via Courtland & Weber,a_merged_999103,801,426073_merged_1003656
a_1131,11,Country Hills,a_merged_999103,1101,417826_merged_1003118
b_801,8,Fairview via Courtland TA,muwtf_merged_999113,812,426971_merged_1009315
b_712,7,C Conestoga Mall,muwtf_merged_999113,701,414284_merged_1007947
a_2531,25,Queen South,a_merged_999103,2501,418059_merged_1001980
b_2231,22,Laurentian West to Downtown,muwtf_merged_999113,2212,416761_merged_1009741
a_801,8,University via Courtland & Weber,muwtf_merged_999106,801,426824_merged_1005417
b_5831,58,Elmwood,a_merged_999110,5800,419682_merged_1009340
b_702,7,A Fairview Park via Connaught,a_merged_999110,715,418482_merged_1009327
a_702,7,E UW via Columbia,a_merged_999103,706,418337_merged_1004030
b_1238,17,Fairview Park,s_merged_999114,1701,420523_merged_1006875
b_1236,27,Chicopee,muwtf_merged_999113,2701,415146_merged_1006294
a_1236,12,Fairview Park,muwtf_merged_999106,1211,414697_merged_1002060
b_5133,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999113,5111,415038_merged_1008587
b_1131,11,Country Hills Sunday,s_merged_999114,1102,420090_merged_1007159
b_802,8,University via Westmount,muwtf_merged_999113,807,426799_merged_1007921
a_5632,64,Langs,muwtf_merged_999106,6401,416605_merged_1004757
a_5251,52,Fairview Park,muwtf_merged_999106,5201,413541_merged_1002370
b_5831,58,Elmwood,muwtf_merged_999113,5800,416547_merged_1009767
a_5832,58,Elmwood,a_merged_999103,5800,419669_merged_1001395
b_1032,10,Fairview Park via Becthel,muwtf_merged_999113,1012,415810_merged_1012343
a_935,9,Lakeshore to Conestoga Mall,a_merged_999103,911,419211_merged_1002664
b_337,4,Downtown from TBW,muwtf_merged_999113,402,416833_merged_1011738
b_701,7,E UW via Columbia,a_merged_999110,706,418346_merged_1008001
b_5134,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415137_merged_1010348
b_760,7,B Fairview Park via Weber,muwtf_merged_999113,711,414397_merged_1010043
b_2101,21,Elmira,a_merged_999110,2101,419477_merged_1008549
a_632,6,Downtown,muwtf_merged_999106,601,413358_merged_1005229
b_5632,56,Dunbar,a_merged_999110,5601,418848_merged_1007416
a_231,15,Downtown,muwtf_merged_999106,1511,415334_merged_1003783
b_1236,12,Conestoga Mall,muwtf_merged_999113,1201,414658_merged_1009242
a_5135,71,Melran on Detour,muwtf_merged_999106,7101,414066_merged_999282
a_5532,63,Champlain,muwtf_merged_999106,6300,413824_merged_999581
b_931,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416174_merged_1009584
a_2231,23,Idlewood,muwtf_merged_999106,2301,413401_merged_1000411
a_5134,51,Hespeler Road to Ainslie Terminal,s_merged_999107,5111,420415_merged_1003860
a_5632,56,Dunbar,muwtf_merged_999106,5601,413664_merged_1002749
b_805,8,University via Franklin/East & Westmount,muwtf_merged_999113,805,426890_merged_1009674
a_803,8,Fairview via Franklin TA,a_merged_999103,816,426158_merged_1004718
b_705,7,B Fairview Park via Weber,a_merged_999110,713,418520_merged_1010173
a_2101,21,Elmira,a_merged_999103,2101,419477_merged_1001772
b_8021,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415848_merged_1009350
a_1235,12,Conestoga Mall,muwtf_merged_999106,1201,414663_merged_999382
b_133,15,Downtown,a_merged_999110,1511,418587_merged_1007742
b_802,8,Fairview via Weber & Courtland TR,muwtf_merged_999113,823,426762_merged_1007736
a_2032,20,Victoria Hills to Downtown,muwtf_merged_999106,2011,414950_merged_999606
b_8005,200,iXpress to Ainslie Terminal,a_merged_999110,20011,419623_merged_1008668
b_5633,64,Langs,muwtf_merged_999113,6401,416606_merged_1011533
a_1239,12,Conestoga Mall,s_merged_999107,1201,420245_merged_1000913
a_2236,23,Downtown,muwtf_merged_999106,2311,413441_merged_1000835
a_703,7,B Fairview Park via Weber,a_merged_999103,713,418519_merged_1005405
b_8002,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415935_merged_1007232
a_801,8,University via Franklin & Westmount,a_merged_999103,803,426085_merged_999357
b_2232,2,Forest Hill,a_merged_999110,211,419080_merged_1008147
b_801,8,Fairview via Courtland TA,muwtf_merged_999113,812,426957_merged_1009540
b_1214,12,Conestoga Mall,muwtf_merged_999113,1201,425901_merged_1008457
a_2535,8,Downtown via Westmount,muwtf_merged_999106,817,424699_merged_1000383
a_5832,58,Elmwood,muwtf_merged_999106,5800,416538_merged_1005696
a_1238,17,Heritage Park,s_merged_999107,1700,420530_merged_1003375
a_706,7,D UW via University,muwtf_merged_999106,708,414361_merged_999977
b_2532,25,Queen South to Downtown,muwtf_merged_999113,2511,415287_merged_1011770
b_2032,11,Country Hills,muwtf_merged_999113,1101,414577_merged_1011850
a_334,7,C Conestoga Mall,muwtf_merged_999106,701,414307_merged_1000706
a_1235,27,Fairview Park,muwtf_merged_999106,2711,415190_merged_1004241
a_333,16,Forest Glen,muwtf_merged_999106,1611,415730_merged_1004282
a_632,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999106,2001,414930_merged_1000419
a_703,7,B Fairview Park via Weber,muwtf_merged_999106,713,414481_merged_1004308
b_707,7,D UW via University,a_merged_999110,708,418306_merged_1007510
a_2235,22,Laurentian West to Forest Glen,muwtf_merged_999106,2211,416737_merged_1000154
a_2532,24,Downtown via Highview,a_merged_999103,2412,418035_merged_1002206
b_3132,31,University of Waterloo,muwtf_merged_999113,3111,416134_merged_1010108
a_731,7,E UW via Columbia,muwtf_merged_999106,706,414330_merged_1004005
a_6102,61,Conestoga College,muwtf_merged_999106,6100,415980_merged_1002716
b_1132,20,Victoria Hills to Downtown,a_merged_999110,2011,417906_merged_1011155
a_5633,67,Lovell Industrial,muwtf_merged_999106,6700,413932_merged_1005388
b_7501,75,Saginaw,muwtf_merged_999113,7500,420842_merged_1009124
b_5531,59,Christopher,muwtf_merged_999113,5900,413615_merged_1007013
a_1231,13,Laurelwood,s_merged_999107,1301,420598_merged_1004086
b_933,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416196_merged_1011310
b_931,13,Laurelwood to UW,a_merged_999110,1311,419162_merged_1007562
b_1132,20,Victoria Hills to Downtown,a_merged_999110,2011,417924_merged_1010914
b_336,4,Downtown from TBW,muwtf_merged_999113,402,416843_merged_1008743
b_802,8,Fairview via Courtland TR,s_merged_999114,811,425754_merged_1010510
a_632,8,Downtown via Weber,muwtf_merged_999106,822,424665_merged_1003754
b_706,7,C Conestoga Mall,s_merged_999114,707,420311_merged_1006226
b_632,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999113,2001,414930_merged_1007196
b_932,13,Laurelwood,muwtf_merged_999113,1301,416254_merged_1009044
a_1032,10,Fairview Park via Becthel,muwtf_merged_999106,1012,415814_merged_1003838
a_931,5,Uptown,muwtf_merged_999106,511,415602_merged_999649
a_2231,22,Laurentian West to Forest Glen,a_merged_999103,2201,418111_merged_1001105
b_8025,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415860_merged_1009128
a_2231,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416673_merged_1000589
b_2531,15,Downtown,a_merged_999110,1511,418574_merged_1006107
b_5331,66,Winston,muwtf_merged_999113,6600,413899_merged_1007281
a_431,4,Glasgow,a_merged_999103,412,419722_merged_1001076
a_803,8,University via Courtland & Weber,muwtf_merged_999106,801,426832_merged_1002209
b_752,7,D UW via University,muwtf_merged_999113,702,414292_merged_1011193
b_706,7,A Fairview Park via Connaught,s_merged_999114,714,420333_merged_1005909
